69.37582440      49.18880500      40.98200000      23.61600000      35.98032500
90.85270380      10.25463880      79.33065900      80.44200000      41.54765600
66.96998600      43.25978320      35.92547000      73.55774590      29.99020000
49.04424250      48.58260000      76.37119990      23.81190000      13.91628336
49.06073289      34.73400000      0.94470929      93.94260000      41.74025200
24.21350000      33.32313000      42.92490000      61.23266700      77.23351000
68.16124400      57.90429000      80.31200000      87.18364312      80.71940000
45.10517400      65.88900000      72.91506960      96.75086160      55.24849320
5.19471000      64.52543088      96.48142500      49.96465280      68.54140000
22.74773750      84.36902967      24.68000000      65.59447200      51.17037683
4.47489000      84.09379650      38.88237020      59.55498000      40.90791246
62.21000000      67.75211589      2.38762023      18.56720000      52.14700000
24.38535700      7.47378413      64.79842612      74.52452125      57.01500000
35.12442852      23.29922320      64.05475718      86.71890000      59.67433000
98.40057000      20.11979400      57.91130000      54.07837600      2.36787000
54.79054400      37.69180000      14.25857400      76.15636005      88.72071000
84.55923249      85.57286000      28.97400000      85.82717600      94.25630000
0.61495700      93.92138000      15.36753000      0.97085701      46.81456000
65.72600000      13.07486871      95.58948816      57.54467039      62.46083370
11.50608000      87.72336740      83.70560000      73.68468000      82.84570000
73.63045780      93.16206000      33.06200000      48.55900000      81.83392104
90.99200000      80.62397000      42.51782015      93.51936400      16.76029000
17.48062300      34.64995600      77.05753535      11.61482130      5.24424203
73.35290000      46.57467600      24.37700970      7.68674990      61.52965600
94.60598030      73.67759000      98.81474700      35.35680000      30.77288957
90.25200000      94.31369000      39.21790000      76.61160000      10.79900000
72.71970000      23.37910000      94.52940000      5.57760000      83.96539000
78.37843000      75.69855000      63.83950000      91.14633600      59.80722000
24.97500000      78.47800000      33.68359000      53.03600000      97.54751500
47.92680000      79.06572820      18.10960000      24.08891000      81.31428000
90.20569840      91.81989050      86.53902600      45.94950000      96.98400000
98.16400000      63.99281000      78.88995011      95.35950000      13.79430000
52.27151000      52.77983000      83.98926214      64.43943000      1.91708240
24.57835000      57.42900000      94.27754560      22.99220000      49.36673900
82.75279220      61.93668820      97.37109000      31.94750000      14.16329631
82.84264000      45.38703000      56.00207603      44.91273000      97.18234300
6.73895964      77.11019550      94.57901200      69.93139456      97.92212710
4.81308000      38.42260000      48.19554660      76.65958539      72.88420000
28.28030000      19.96800000      54.39640000      40.11737900      20.19074650
73.95284270      66.38000000      94.63371000      78.85403160      30.46481700
66.81604400      59.91456800      47.07143400      30.44420330      5.00113948
30.43624790      65.23581340      32.16908518      8.78748000      60.51396180
84.90045940      7.84596698      24.39629000      53.76423909      59.87500000
3.54660000      86.86907000      48.36559000      1.07986825      73.68074170
14.13500000      72.60470000      92.93437000      3.49055160      57.65228000
5.08601400      92.26486024      10.28113000      69.76220000      66.17990575
68.22166000      23.60140000      6.84674289      28.49312180      39.27156900
75.23263000      33.66800000      27.20308000      12.47576360      39.02965100
47.01400000      76.56700000      76.98437700      98.42365120      35.74767000
